DBN,School Name,year_start,scenario,yhat,yhat_lower,yhat_upper
02M124,P.S. 124 Yung Wing,2027,pessimistic,312.30000000000007,275.6586799013582,348.94132009864194
02M124,P.S. 124 Yung Wing,2025,base,429.0,403.0906740866234,454.9093259133766
02M124,P.S. 124 Yung Wing,2026,base,429.0,397.2676859663788,460.7323140336212
02M124,P.S. 124 Yung Wing,2027,base,429.0,392.35867990135813,465.64132009864187
02M124,P.S. 124 Yung Wing,2025,optimistic,522.6666666666666,496.75734075329,548.5759925800432
02M124,P.S. 124 Yung Wing,2026,optimistic,616.3333333333334,584.6010192997122,648.0656473669545
02M124,P.S. 124 Yung Wing,2027,optimistic,710.0,673.3586799013582,746.6413200986418
02M130,P.S. 130 Hernando De Soto,2013,actual,970.0,970.0,970.0
02M130,P.S. 130 Hernando De Soto,2014,actual,981.0,981.0,981.0
02M130,P.S. 130 Hernando De Soto,2015,actual,952.0,952.0,952.0
02M130,P.S. 130 Hernando De Soto,2016,actual,926.0,926.0,926.0
02M130,P.S. 130 Hernando De Soto,2017,actual,877.0,877.0,877.0
02M130,P.S. 130 Hernando De Soto,2018,actual,823.0,823.0,823.0
02M130,P.S. 130 Hernando De Soto,2019,actual,760.0,760.0,760.0
02M130,P.S. 130 Hernando De Soto,2020,actual,714.0,714.0,714.0
02M130,P.S. 130 Hernando De Soto,2021,actual,616.0,616.0,616.0
02M130,P.S. 130 Hernando De Soto,2022,actual,575.0,575.0,575.0
02M130,P.S. 130 Hernando De Soto,2023,actual,561.0,561.0,561.0
02M130,P.S. 130 Hernando De Soto,2024,actual,512.0,512.0,512.0
02M130,P.S. 130 Hernando De Soto,2025,pessimistic,466.1,419.5730296409154,512.6269703590846
02M130,P.S. 130 Hernando De Soto,2026,pessimistic,420.2000000000001,363.2163316713228,477.1836683286774
02M130,P.S. 130 Hernando De Soto,2027,pessimistic,374.3000000000002,308.5009275020518,440.09907249794855
02M130,P.S. 130 Hernando De Soto,2025,base,512.0,465.4730296409154,558.5269703590845
02M130,P.S. 130 Hernando De Soto,2026,base,512.0,455.0163316713227,568.9836683286774
02M130,P.S. 130 Hernando De Soto,2027,base,512.0,446.2009275020516,577.7990724979484
02M130,P.S. 130 Hernando De Soto,2025,optimistic,640.8095238095239,594.2825534504393,687.3364941686084
02M130,P.S. 130 Hernando De Soto,2026,optimistic,769.6190476190477,712.6353792903703,826.6027159477251
02M130,P.S. 130 Hernando De Soto,2027,optimistic,898.4285714285714,832.6294989306231,964.2276439265198
02M150,P.S. 150,2013,actual,166.0,166.0,166.0
02M150,P.S. 150,2014,actual,166.0,166.0,166.0
02M150,P.S. 150,2015,actual,166.0,166.0,166.0
02M150,P.S. 150,2016,actual,168.0,168.0,168.0
02M150,P.S. 150,2017,actual,169.0,169.0,169.0
02M150,P.S. 150,2018,actual,171.0,171.0,171.0
02M150,P.S. 150,2019,actual,172.0,172.0,172.0
02M150,P.S. 150,2020,actual,163.0,163.0,163.0
02M150,P.S. 150,2021,actual,138.0,138.0,138.0
02M150,P.S. 150,2022,actual,162.0,162.0,162.0
02M150,P.S. 150,2023,actual,209.0,209.0,209.0
02M150,P.S. 150,2024,actual,255.0,255.0,255.0
02M150,P.S. 150,2025,pessimistic,280.5,231.47946601046115,329.5205339895389
02M150,P.S. 150,2026,pessimistic,306.0,245.96235240343523,366.0376475965648
02M150,P.S. 150,2027,pessimistic,331.5,262.1744959972229,400.8255040027771
02M150,P.S. 150,2025,base,255.0,205.97946601046115,304.0205339895389
02M150,P.S. 150,2026,base,255.0,194.96235240343523,315.0376475965648
02M150,P.S. 150,2027,base,255.0,185.6744959972229,324.3255040027771
02M150,P.S. 150,2025,optimistic,226.0952380952381,177.07470410569925,275.11577208477695
02M150,P.S. 150,2026,optimistic,197.19047619047618,137.1528285939114,257.22812378704094
02M150,P.S. 150,2027,optimistic,168.28571428571428,98.96021028293715,237.6112182884914
02M151,Yorkville Community School,2014,actual,572.0,572.0,572.0
02M151,Yorkville Community School,2015,actual,548.0,548.0,548.0
02M151,Yorkville Community School,2016,actual,518.0,518.0,518.0
02M151,Yorkville Community School,2017,actual,475.0,475.0,475.0
02M151,Yorkville Community School,2018,actual,428.0,428.0,428.0
02M151,Yorkville Community School,2019,actual,409.0,409.0,409.0
02M151,Yorkville Community School,2020,actual,383.0,383.0,383.0
02M151,Yorkville Community School,2021,actual,329.0,329.0,329.0
02M151,Yorkville Community School,2022,actual,296.0,296.0,296.0
02M151,Yorkville Community School,2023,actual,294.0,294.0,294.0
02M151,Yorkville Community School,2024,actual,277.0,277.0,277.0
02M151,Yorkville Community School,2025,pessimistic,252.3,219.84695751363614,284.7530424863639
02M151,Yorkville Community School,2026,pessimistic,227.60000000000002,187.85330265377252,267.34669734622753
02M151,Yorkville Community School,2027,pessimistic,202.90000000000003,157.00446717551398,248.7955328244861
02M151,Yorkville Community School,2025,base,277.0,244.54695751363613,309.45304248636387
02M151,Yorkville Community School,2026,base,277.0,237.2533026537725,316.7466973462275
02M151,Yorkville Community School,2027,base,277.0,231.10446717551395,322.89553282448605
02M151,Yorkville Community School,2025,optimistic,348.55555555555554,316.1025130691917,381.0085980419194
02M151,Yorkville Community School,2026,optimistic,420.1111111111111,380.3644137648836,459.8578084573386
02M151,Yorkville Community School,2027,optimistic,491.6666666666667,445.77113384218063,537.5621994911528
02M158,P.S. 158 Bayard Taylor,2013,actual,711.0,711.0,711.0
02M158,P.S. 158 Bayard Taylor,2014,actual,689.0,689.0,689.0
02M158,P.S. 158 Bayard Taylor,2015,actual,691.0,691.0,691.0
02M158,P.S. 158 Bayard Taylor,2016,actual,710.0,710.0,710.0
02M158,P.S. 158 Bayard Taylor,2017,actual,721.0,721.0,721.0
02M158,P.S. 158 Bayard Taylor,2018,actual,724.0,724.0,724.0
02M158,P.S. 158 Bayard Taylor,2019,actual,735.0,735.0,735.0
02M158,P.S. 158 Bayard Taylor,2020,actual,606.0,606.0,606.0
02M158,P.S. 158 Bayard Taylor,2021,actual,585.0,585.0,585.0
02M158,P.S. 158 Bayard Taylor,2022,actual,580.0,580.0,580.0
02M158,P.S. 158 Bayard Taylor,2023,actual,563.0,563.0,563.0
02M158,P.S. 158 Bayard Taylor,2024,actual,557.0,557.0,557.0
02M158,P.S. 158 Bayard Taylor,2025,pessimistic,545.0,536.7077902715296,553.2922097284704
02M158,P.S. 158 Bayard Taylor,2026,pessimistic,533.0,522.8441586625524,543.1558413374476
02M158,P.S. 158 Bayard Taylor,2027,pessimistic,521.0000000000001,509.27304453995515,532.726955460045
02M158,P.S. 158 Bayard Taylor,2025,base,557.0,548.7077902715296,565.2922097284704
02M158,P.S. 158 Bayard Taylor,2026,base,557.0,546.8441586625524,567.1558413374476
02M158,P.S. 158 Bayard Taylor,2027,base,557.0,545.2730445399551,568.7269554600449
02M158,P.S. 158 Bayard Taylor,2025,optimistic,608.5238095238095,600.2315997953391,616.81601925228
02M158,P.S. 158 Bayard Taylor,2026,optimistic,660.047619047619,649.8917777101715,670.2034603850666
02M158,P.S. 158 Bayard Taylor,2027,optimistic,711.5714285714286,699.8444731113836,723.2983840314735
02M183,P.S. 183 Robert L. Stevenson,2013,actual,606.0,606.0,606.0
02M183,P.S. 183 Robert L. Stevenson,2014,actual,595.0,595.0,595.0
02M183,P.S. 183 Robert L. Stevenson,2015,actual,555.0,555.0,555.0
02M183,P.S. 183 Robert L. Stevenson,2016,actual,546.0,546.0,546.0
02M183,P.S. 183 Robert L. Stevenson,2017,actual,548.0,548.0,548.0
02M183,P.S. 183 Robert L. Stevenson,2018,actual,514.0,514.0,514.0
02M183,P.S. 183 Robert L. Stevenson,2019,actual,564.0,564.0,564.0
02M183,P.S. 183 Robert L. Stevenson,2020,actual,506.0,506.0,506.0
02M183,P.S. 183 Robert L. Stevenson,2021,actual,478.0,478.0,478.0
02M183,P.S. 183 Robert L. Stevenson,2022,actual,462.0,462.0,462.0
02M183,P.S. 183 Robert L. Stevenson,2023,actual,498.0,498.0,498.0
02M183,P.S. 183 Robert L. Stevenson,2024,actual,504.0,504.0,504.0
02M183,P.S. 183 Robert L. Stevenson,2025,pessimistic,505.6,466.20262300680093,544.997376993199
02M183,P.S. 183 Robert L. Stevenson,2026,pessimistic,507.20000000000005,458.94826458129853,555.4517354187016
02M183,P.S. 183 Robert L. Stevenson,2027,pessimistic,508.80000000000007,453.0836951342922,564.516304865708
02M183,P.S. 183 Robert L. Stevenson,2025,base,504.0,464.6026230068009,543.397376993199
02M183,P.S. 183 Robert L. Stevenson,2026,base,504.0,455.7482645812985,552.2517354187015
02M183,P.S. 183 Robert L. Stevenson,2027,base,504.0,448.28369513429215,559.7163048657079
02M183,P.S. 183 Robert L. Stevenson,2025,optimistic,523.047619047619,483.65024205441995,562.4449960408181
02M183,P.S. 183 Robert L. Stevenson,2026,optimistic,542.0952380952381,493.84350267653656,590.3469735139396
02M183,P.S. 183 Robert L. Stevenson,2027,optimistic,561.1428571428571,505.42655227714926,616.859162008565
02M198,P.S. 198 Isador E. Ida Straus,2013,actual,467.0,467.0,467.0
02M198,P.S. 198 Isador E. Ida Straus,2014,actual,435.0,435.0,435.0
02M198,P.S. 198 Isador E. Ida Straus,2015,actual,450.0,450.0,450.0
02M198,P.S. 198 Isador E. Ida Straus,2016,actual,413.0,413.0,413.0
02M198,P.S. 198 Isador E. Ida Straus,2017,actual,410.0,410.0,410.0
02M198,P.S. 198 Isador E. Ida Straus,2018,actual,432.0,432.0,432.0
02M198,P.S. 198 Isador E. Ida Straus,2019,actual,439.0,439.0,439.0
02M198,P.S. 198 Isador E. Ida Straus,2020,actual,419.0,419.0,419.0
02M198,P.S. 198 Isador E. Ida Straus,2021,actual,369.0,369.0,369.0
02M198,P.S. 198 Isador E. Ida Straus,2022,actual,411.0,411.0,411.0
02M198,P.S. 198 Isador E. Ida Straus,2023,actual,459.0,459.0,459.0
02M198,P.S. 198 Isador E. Ida Straus,2024,actual,474.0,474.0,474.0
02M198,P.S. 198 Isador E. Ida Straus,2025,pessimistic,494.0,437.503098049275,550.4969019507249
02M198,P.S. 198 Isador E. Ida Straus,2026,pessimistic,514.0,444.80570908633615,583.1942909136638
02M198,P.S. 198 Isador E. Ida Straus,2027,pessimistic,534.0000000000001,454.10131502922195,613.8986849707783
02M198,P.S. 198 Isador E. Ida Straus,2025,base,474.0,417.503098049275,530.4969019507249
02M198,P.S. 198 Isador E. Ida Straus,2026,base,474.0,404.80570908633615,543.1942909136638
02M198,P.S. 198 Isador E. Ida Straus,2027,base,474.0,394.10131502922184,553.8986849707782
02M198,P.S. 198 Isador E. Ida Straus,2025,optimistic,461.04761904761904,404.55071709689406,517.544520998344
02M198,P.S. 198 Isador E. Ida Straus,2026,optimistic,448.09523809523813,378.9009471815743,517.2895290089019
02M198,P.S. 198 Isador E. Ida Straus,2027,optimistic,435.14285714285717,355.24417217207895,515.0415421136354
02M212,P.S. 212 Midtown West,2013,actual,343.0,343.0,343.0
02M212,P.S. 212 Midtown West,2014,actual,343.0,343.0,343.0
02M212,P.S. 212 Midtown West,2015,actual,342.0,342.0,342.0
02M212,P.S. 212 Midtown West,2016,actual,339.0,339.0,339.0
02M212,P.S. 212 Midtown West,2017,actual,330.0,330.0,330.0
02M212,P.S. 212 Midtown West,2018,actual,327.0,327.0,327.0
02M212,P.S. 212 Midtown West,2019,actual,334.0,334.0,334.0
02M212,P.S. 212 Midtown West,2020,actual,293.0,293.0,293.0
02M212,P.S. 212 Midtown West,2021,actual,257.0,257.0,257.0
02M212,P.S. 212 Midtown West,2022,actual,239.0,239.0,239.0
02M212,P.S. 212 Midtown West,2023,actual,274.0,274.0,274.0
02M212,P.S. 212 Midtown West,2024,actual,275.0,275.0,275.0
02M212,P.S. 212 Midtown West,2025,pessimistic,273.1,230.78809146184756,315.4119085381525
02M212,P.S. 212 Midtown West,2026,pessimistic,271.20000000000005,219.37870701910782,323.02129298089227
02M212,P.S. 212 Midtown West,2027,pessimistic,269.3,209.46192509545483,329.1380749045452
02M212,P.S. 212 Midtown West,2025,base,275.0,232.68809146184753,317.31190853815247
02M212,P.S. 212 Midtown West,2026,base,275.0,223.17870701910778,326.8212929808922
02M212,P.S. 212 Midtown West,2027,base,275.0,215.16192509545482,334.8380749045452
02M212,P.S. 212 Midtown West,2025,optimistic,295.6190476190476,253.30713908089513,337.93095615720006
02M212,P.S. 212 Midtown West,2026,optimistic,316.23809523809524,264.416802257203,368.05938821898746
02M212,P.S. 212 Midtown West,2027,optimistic,336.85714285714283,277.01906795259765,396.695217761688
02M217,P.S./I.S. 217 Roosevelt Island,2013,actual,398.0,398.0,398.0
02M217,P.S./I.S. 217 Roosevelt Island,2014,actual,442.0,442.0,442.0
02M217,P.S./I.S. 217 Roosevelt Island,2015,actual,488.0,488.0,488.0
02M217,P.S./I.S. 217 Roosevelt Island,2016,actual,522.0,522.0,522.0
02M217,P.S./I.S. 217 Roosevelt Island,2017,actual,505.0,505.0,505.0
02M217,P.S./I.S. 217 Roosevelt Island,2018,actual,498.0,498.0,498.0
02M217,P.S./I.S. 217 Roosevelt Island,2019,actual,509.0,509.0,509.0
02M217,P.S./I.S. 217 Roosevelt Island,2020,actual,500.0,500.0,500.0
02M217,P.S./I.S. 217 Roosevelt Island,2021,actual,543.0,543.0,543.0
02M217,P.S./I.S. 217 Roosevelt Island,2022,actual,573.0,573.0,573.0
02M217,P.S./I.S. 217 Roosevelt Island,2023,actual,534.0,534.0,534.0
02M217,P.S./I.S. 217 Roosevelt Island,2024,actual,542.0,542.0,542.0
02M217,P.S./I.S. 217 Roosevelt Island,2025,pessimistic,549.5,500.83815219534904,598.161847804651
02M217,P.S./I.S. 217 Roosevelt Island,2026,pessimistic,557.0,497.4016514688157,616.5983485311842
02M217,P.S./I.S. 217 Roosevelt Island,2027,pessimistic,564.5000000000001,495.68175486452736,633.3182451354729
02M217,P.S./I.S. 217 Roosevelt Island,2025,base,542.0,493.33815219534904,590.661847804651
02M217,P.S./I.S. 217 Roosevelt Island,2026,base,542.0,482.4016514688157,601.5983485311842
02M217,P.S./I.S. 217 Roosevelt Island,2027,base,542.0,473.18175486452725,610.8182451354728
02M217,P.S./I.S. 217 Roosevelt Island,2025,optimistic,521.4285714285714,472.7667236239205,570.0904192332224
02M217,P.S./I.S. 217 Roosevelt Island,2026,optimistic,500.85714285714283,441.25879432595855,560.4554913883271
02M217,P.S./I.S. 217 Roosevelt Island,2027,optimistic,480.2857142857143,411.4674691502415,549.103959421187
02M225,Ella Baker School,2013,actual,192.0,192.0,192.0
02M225,Ella Baker School,2014,actual,200.0,200.0,200.0
02M225,Ella Baker School,2015,actual,207.0,207.0,207.0
02M225,Ella Baker School,2016,actual,203.0,203.0,203.0
02M225,Ella Baker School,2017,actual,221.0,221.0,221.0
02M225,Ella Baker School,2018,actual,220.0,220.0,220.0
02M225,Ella Baker School,2019,actual,230.0,230.0,230.0
02M225,Ella Baker School,2020,actual,231.0,231.0,231.0
02M225,Ella Baker School,2021,actual,213.0,213.0,213.0
02M225,Ella Baker School,2025,pessimistic,140.9999999999999,140.9999999999999,140.9999999999999
02M225,Ella Baker School,2026,pessimistic,122.99999999999984,122.99999999999984,122.99999999999984
02M225,Ella Baker School,2027,pessimistic,104.9999999999998,104.9999999999998,104.9999999999998
02M225,Ella Baker School,2025,base,213.0,213.0,213.0
02M225,Ella Baker School,2026,base,213.0,213.0,213.0
02M225,Ella Baker School,2027,base,213.0,213.0,213.0
02M225,Ella Baker School,2025,optimistic,209.57142857142856,209.57142857142856,209.57142857142856
02M225,Ella Baker School,2026,optimistic,208.7142857142857,208.7142857142857,208.7142857142857
02M225,Ella Baker School,2027,optimistic,207.85714285714283,207.85714285714283,207.85714285714283
02M234,P.S. 234 Independence School,2013,actual,785.0,785.0,785.0
02M234,P.S. 234 Independence School,2014,actual,729.0,729.0,729.0
02M234,P.S. 234 Independence School,2015,actual,704.0,704.0,704.0
02M234,P.S. 234 Independence School,2016,actual,683.0,683.0,683.0
02M234,P.S. 234 Independence School,2017,actual,642.0,642.0,642.0
02M234,P.S. 234 Independence School,2018,actual,638.0,638.0,638.0
02M234,P.S. 234 Independence School,2019,actual,638.0,638.0,638.0
02M234,P.S. 234 Independence School,2020,actual,466.0,466.0,466.0
02M234,P.S. 234 Independence School,2021,actual,454.0,454.0,454.0
02M234,P.S. 234 Independence School,2022,actual,474.0,474.0,474.0
02M234,P.S. 234 Independence School,2023,actual,489.0,489.0,489.0
02M234,P.S. 234 Independence School,2024,actual,462.0,462.0,462.0
02M234,P.S. 234 Independence School,2025,pessimistic,464.70000000000005,438.32991605295064,491.07008394704945
02M234,P.S. 234 Independence School,2026,pessimistic,467.40000000000003,435.1033749276856,499.6966250723145
02M234,P.S. 234 Independence School,2027,pessimistic,470.1000000000001,432.80706964116575,507.3929303588344
02M234,P.S. 234 Independence School,2025,base,462.0,435.6299160529506,488.3700839470494
02M234,P.S. 234 Independence School,2026,base,462.0,429.70337492768556,494.29662507231444
02M234,P.S. 234 Independence School,2027,base,462.0,424.7070696411657,499.2929303588343
02M234,P.S. 234 Independence School,2025,optimistic,537.4761904761905,511.1061065291411,563.84627442324
02M234,P.S. 234 Independence School,2026,optimistic,612.952380952381,580.6557558800665,645.2490060246954
02M234,P.S. 234 Independence School,2027,optimistic,688.4285714285714,651.1356410697372,725.7215017874057
02M267,"East Side Elementary School, PS 267",2015,actual,347.0,347.0,347.0
02M267,"East Side Elementary School, PS 267",2016,actual,381.0,381.0,381.0
02M267,"East Side Elementary School, PS 267",2017,actual,398.0,398.0,398.0
02M267,"East Side Elementary School, PS 267",2018,actual,414.0,414.0,414.0
02M267,"East Side Elementary School, PS 267",2019,actual,438.0,438.0,438.0
02M267,"East Side Elementary School, PS 267",2020,actual,397.0,397.0,397.0
02M267,"East Side Elementary School, PS 267",2021,actual,387.0,387.0,387.0
02M267,"East Side Elementary School, PS 267",2022,actual,362.0,362.0,362.0
02M267,"East Side Elementary School, PS 267",2023,actual,362.0,362.0,362.0
02M267,"East Side Elementary School, PS 267",2024,actual,353.0,353.0,353.0
02M267,"East Side Elementary School, PS 267",2025,pessimistic,341.70000000000005,329.59176769883237,353.8082323011677
02M267,"East Side Elementary School, PS 267",2026,pessimistic,330.40000000000003,315.57050458752695,345.2294954124731
02M267,"East Side Elementary School, PS 267",2027,pessimistic,319.1000000000001,301.9763736633248,336.22362633667535
02M267,"East Side Elementary School, PS 267",2025,base,353.0,340.8917676988323,365.1082323011677
02M267,"East Side Elementary School, PS 267",2026,base,353.0,338.1705045875269,367.8294954124731
02M267,"East Side Elementary School, PS 267",2027,base,353.0,335.8763736633247,370.1236263366753
02M267,"East Side Elementary School, PS 267",2025,optimistic,367.2,355.0917676988323,379.30823230116766
02M267,"East Side Elementary School, PS 267",2026,optimistic,381.40000000000003,366.57050458752695,396.2294954124731
02M267,"East Side Elementary School, PS 267",2027,optimistic,395.6,378.47637366332475,412.7236263366753
02M290,P.S. 290 Manhattan New School,2013,actual,675.0,675.0,675.0
02M290,P.S. 290 Manhattan New School,2014,actual,646.0,646.0,646.0
02M290,P.S. 290 Manhattan New School,2015,actual,627.0,627.0,627.0
02M290,P.S. 290 Manhattan New School,2016,actual,592.0,592.0,592.0
02M290,P.S. 290 Manhattan New School,2017,actual,591.0,591.0,591.0
02M290,P.S. 290 Manhattan New School,2018,actual,558.0,558.0,558.0
02M290,P.S. 290 Manhattan New School,2019,actual,519.0,519.0,519.0
02M290,P.S. 290 Manhattan New School,2020,actual,409.0,409.0,409.0
02M290,P.S. 290 Manhattan New School,2021,actual,353.0,353.0,353.0
02M290,P.S. 290 Manhattan New School,2022,actual,369.0,369.0,369.0
02M290,P.S. 290 Manhattan New School,2023,actual,353.0,353.0,353.0
02M290,P.S. 290 Manhattan New School,2024,actual,354.0,354.0,354.0
02M290,P.S. 290 Manhattan New School,2025,pessimistic,343.0,308.0251452554327,377.9748547445673
02M290,P.S. 290 Manhattan New School,2026,pessimistic,332.00000000000006,289.1647260239255,374.83527397607463
02M290,P.S. 290 Manhattan New School,2027,pessimistic,321.00000000000006,271.538086078204,370.4619139217961
02M290,P.S. 290 Manhattan New School,2025,base,354.0,319.0251452554327,388.9748547445673
02M290,P.S. 290 Manhattan New School,2026,base,354.0,311.1647260239254,396.8352739760746
02M290,P.S. 290 Manhattan New School,2027,base,354.0,304.53808607820395,403.46191392179605
02M290,P.S. 290 Manhattan New School,2025,optimistic,436.38095238095235,401.406097636385,471.3558071255197
02M290,P.S. 290 Manhattan New School,2026,optimistic,518.7619047619047,475.9266307858301,561.5971787379793
02M290,P.S. 290 Manhattan New School,2027,optimistic,601.1428571428571,551.680943221061,650.6047710646532
02M343,The Peck Slip School,2017,actual,406.0,406.0,406.0
02M343,The Peck Slip School,2018,actual,432.0,432.0,432.0
02M343,The Peck Slip School,2019,actual,423.0,423.0,423.0
02M343,The Peck Slip School,2020,actual,369.0,369.0,369.0
02M343,The Peck Slip School,2021,actual,329.0,329.0,329.0
02M343,The Peck Slip School,2022,actual,297.0,297.0,297.0
02M343,The Peck Slip School,2023,actual,322.0,322.0,322.0
02M343,The Peck Slip School,2024,actual,266.0,266.0,266.0
02M343,The Peck Slip School,2025,pessimistic,244.70000000000005,206.44903111497527,282.95096888502485
02M343,The Peck Slip School,2026,pessimistic,223.40000000000006,176.55232203230673,270.2476779676934
02M343,The Peck Slip School,2027,pessimistic,202.10000000000008,148.00496102888678,256.1950389711134
02M343,The Peck Slip School,2025,base,266.0,227.74903111497522,304.2509688850248
02M343,The Peck Slip School,2026,base,266.0,219.15232203230667,312.84767796769336
02M343,The Peck Slip School,2027,base,266.0,211.9049610288867,320.0950389711133
02M343,The Peck Slip School,2025,optimistic,317.44444444444446,279.19347555941965,355.69541332946926
02M343,The Peck Slip School,2026,optimistic,368.88888888888886,322.0412109211955,415.7365668565822
02M343,The Peck Slip School,2027,optimistic,420.3333333333333,366.23829436222,474.4283723044466
02M527,P.S. 527 - East Side School for Social Action,2017,actual,387.0,387.0,387.0
02M527,P.S. 527 - East Side School for Social Action,2018,actual,431.0,431.0,431.0
02M527,P.S. 527 - East Side School for Social Action,2019,actual,480.0,480.0,480.0
02M527,P.S. 527 - East Side School for Social Action,2020,actual,458.0,458.0,458.0
02M527,P.S. 527 - East Side School for Social Action,2021,actual,436.0,436.0,436.0
02M527,P.S. 527 - East Side School for Social Action,2022,actual,407.0,407.0,407.0
02M527,P.S. 527 - East Side School for Social Action,2023,actual,387.0,387.0,387.0
02M527,P.S. 527 - East Side School for Social Action,2024,actual,379.0,379.0,379.0
02M527,P.S. 527 - East Side School for Social Action,2025,pessimistic,358.3,346.08373672012266,370.51626327987736
02M527,P.S. 527 - East Side School for Social Action,2026,pessimistic,337.6,322.6381942004009,352.56180579959914
02M527,P.S. 527 - East Side School for Social Action,2027,pessimistic,316.90000000000003,299.62359478807707,334.176405211923
02M527,P.S. 527 - East Side School for Social Action,2025,base,379.0,366.78373672012265,391.21626327987735
02M527,P.S. 527 - East Side School for Social Action,2026,base,379.0,364.0381942004009,393.9618057995991
02M527,P.S. 527 - East Side School for Social Action,2027,base,379.0,361.72359478807704,396.27640521192296
02M527,P.S. 527 - East Side School for Social Action,2025,optimistic,396.8888888888889,384.67262560901156,409.10515216876627
02M527,P.S. 527 - East Side School for Social Action,2026,optimistic,414.77777777777777,399.81597197817865,429.7395835773769
02M527,P.S. 527 - East Side School for Social Action,2027,optimistic,432.6666666666667,415.3902614547437,449.94307187858965
