DBN,year_start,school_year,scenario,model,Enrollment,Enrollment_Lower,Enrollment_Upper,is_forecast
02M124,2016,2016-17,Actual,Piecewise Linear,714.0,714.0,714.0,False
02M124,2017,2017-18,Actual,Piecewise Linear,668.0,668.0,668.0,False
02M124,2018,2018-19,Actual,Piecewise Linear,616.0,616.0,616.0,False
02M124,2019,2019-20,Actual,Piecewise Linear,611.0,611.0,611.0,False
02M124,2020,2020-21,Actual,Piecewise Linear,589.0,589.0,589.0,False
02M124,2021,2021-22,Actual,Piecewise Linear,532.0,532.0,532.0,False
02M124,2022,2022-23,Actual,Piecewise Linear,480.0,480.0,480.0,False
02M124,2023,2023-24,Actual,Piecewise Linear,463.0,463.0,463.0,False
02M124,2024,2024-25,Actual,Piecewise Linear,429.0,429.0,429.0,False
02M124,2025,2025-26,Pessimistic,Piecewise Linear,390.1,364.1906740866234,416.00932591337664,True
02M124,2026,2026-27,Pessimistic,Piecewise Linear,351.20000000000005,319.46768596637884,382.93231403362125,True
02M124,2027,2027-28,Pessimistic,Piecewise Linear,312.30000000000007,275.6586799013582,348.94132009864194,True
02M124,2025,2025-26,Base,Piecewise Linear,429.0,403.0906740866234,454.9093259133766,True
02M124,2026,2026-27,Base,Piecewise Linear,429.0,397.2676859663788,460.7323140336212,True
02M124,2027,2027-28,Base,Piecewise Linear,429.0,392.3586799013581,465.6413200986418,True
02M124,2025,2025-26,Optimistic,Piecewise Linear,522.6666666666666,496.75734075329,548.5759925800432,True
02M124,2026,2026-27,Optimistic,Piecewise Linear,616.3333333333334,584.6010192997122,648.0656473669545,True
02M124,2027,2027-28,Optimistic,Piecewise Linear,710.0,673.3586799013582,746.6413200986418,True
02M130,2013,2013-14,Actual,Piecewise Linear,970.0,970.0,970.0,False
02M130,2014,2014-15,Actual,Piecewise Linear,981.0,981.0,981.0,False
02M130,2015,2015-16,Actual,Piecewise Linear,952.0,952.0,952.0,False
02M130,2016,2016-17,Actual,Piecewise Linear,926.0,926.0,926.0,False
02M130,2017,2017-18,Actual,Piecewise Linear,877.0,877.0,877.0,False
02M130,2018,2018-19,Actual,Piecewise Linear,823.0,823.0,823.0,False
02M130,2019,2019-20,Actual,Piecewise Linear,760.0,760.0,760.0,False
02M130,2020,2020-21,Actual,Piecewise Linear,714.0,714.0,714.0,False
02M130,2021,2021-22,Actual,Piecewise Linear,616.0,616.0,616.0,False
02M130,2022,2022-23,Actual,Piecewise Linear,575.0,575.0,575.0,False
02M130,2023,2023-24,Actual,Piecewise Linear,561.0,561.0,561.0,False
02M130,2024,2024-25,Actual,Piecewise Linear,512.0,512.0,512.0,False
02M130,2025,2025-26,Pessimistic,Piecewise Linear,466.1,419.5730296409154,512.6269703590846,True
02M130,2026,2026-27,Pessimistic,Piecewise Linear,420.2000000000001,363.2163316713228,477.1836683286774,True
02M130,2027,2027-28,Pessimistic,Piecewise Linear,374.3000000000002,308.5009275020518,440.09907249794855,True
02M130,2025,2025-26,Base,Piecewise Linear,512.0,465.4730296409154,558.5269703590845,True
02M130,2026,2026-27,Base,Piecewise Linear,512.0,455.0163316713227,568.9836683286774,True
02M130,2027,2027-28,Base,Piecewise Linear,512.0,446.2009275020516,577.7990724979484,True
02M130,2025,2025-26,Optimistic,Piecewise Linear,640.8095238095239,594.2825534504393,687.3364941686084,True
02M130,2026,2026-27,Optimistic,Piecewise Linear,769.6190476190477,712.6353792903703,826.6027159477251,True
02M130,2027,2027-28,Optimistic,Piecewise Linear,898.4285714285714,832.6294989306231,964.2276439265198,True
02M150,2013,2013-14,Actual,Piecewise Linear,166.0,166.0,166.0,False
02M150,2014,2014-15,Actual,Piecewise Linear,166.0,166.0,166.0,False
02M150,2015,2015-16,Actual,Piecewise Linear,166.0,166.0,166.0,False
02M150,2016,2016-17,Actual,Piecewise Linear,168.0,168.0,168.0,False
02M150,2017,2017-18,Actual,Piecewise Linear,169.0,169.0,169.0,False
02M150,2018,2018-19,Actual,Piecewise Linear,171.0,171.0,171.0,False
02M150,2019,2019-20,Actual,Piecewise Linear,172.0,172.0,172.0,False
02M150,2020,2020-21,Actual,Piecewise Linear,163.0,163.0,163.0,False
02M150,2021,2021-22,Actual,Piecewise Linear,138.0,138.0,138.0,False
02M150,2022,2022-23,Actual,Piecewise Linear,162.0,162.0,162.0,False
02M150,2023,2023-24,Actual,Piecewise Linear,209.0,209.0,209.0,False
02M150,2024,2024-25,Actual,Piecewise Linear,255.0,255.0,255.0,False
02M150,2025,2025-26,Pessimistic,Piecewise Linear,280.5,231.47946601046115,329.5205339895389,True
02M150,2026,2026-27,Pessimistic,Piecewise Linear,306.0,245.96235240343523,366.0376475965648,True
02M150,2027,2027-28,Pessimistic,Piecewise Linear,331.5,262.1744959972229,400.8255040027771,True
02M150,2025,2025-26,Base,Piecewise Linear,255.0,205.97946601046115,304.0205339895389,True
02M150,2026,2026-27,Base,Piecewise Linear,255.0,194.96235240343523,315.0376475965648,True
02M150,2027,2027-28,Base,Piecewise Linear,255.0,185.6744959972229,324.3255040027771,True
02M150,2025,2025-26,Optimistic,Piecewise Linear,226.0952380952381,177.07470410569923,275.1157720847769,True
02M150,2026,2026-27,Optimistic,Piecewise Linear,197.19047619047615,137.1528285939114,257.22812378704094,True
02M150,2027,2027-28,Optimistic,Piecewise Linear,168.28571428571428,98.96021028293715,237.6112182884914,True
02M151,2014,2014-15,Actual,Piecewise Linear,572.0,572.0,572.0,False
02M151,2015,2015-16,Actual,Piecewise Linear,548.0,548.0,548.0,False
02M151,2016,2016-17,Actual,Piecewise Linear,518.0,518.0,518.0,False
02M151,2017,2017-18,Actual,Piecewise Linear,475.0,475.0,475.0,False
02M151,2018,2018-19,Actual,Piecewise Linear,428.0,428.0,428.0,False
02M151,2019,2019-20,Actual,Piecewise Linear,409.0,409.0,409.0,False
02M151,2020,2020-21,Actual,Piecewise Linear,383.0,383.0,383.0,False
02M151,2021,2021-22,Actual,Piecewise Linear,329.0,329.0,329.0,False
02M151,2022,2022-23,Actual,Piecewise Linear,296.0,296.0,296.0,False
02M151,2023,2023-24,Actual,Piecewise Linear,294.0,294.0,294.0,False
02M151,2024,2024-25,Actual,Piecewise Linear,277.0,277.0,277.0,False
02M151,2025,2025-26,Pessimistic,Piecewise Linear,252.3,219.8469575136361,284.7530424863639,True
02M151,2026,2026-27,Pessimistic,Piecewise Linear,227.6,187.8533026537725,267.3466973462276,True
02M151,2027,2027-28,Pessimistic,Piecewise Linear,202.90000000000003,157.00446717551398,248.7955328244861,True
02M151,2025,2025-26,Base,Piecewise Linear,277.0,244.54695751363613,309.45304248636387,True
02M151,2026,2026-27,Base,Piecewise Linear,277.0,237.2533026537725,316.7466973462275,True
02M151,2027,2027-28,Base,Piecewise Linear,277.0,231.10446717551395,322.89553282448605,True
02M151,2025,2025-26,Optimistic,Piecewise Linear,348.55555555555554,316.1025130691917,381.0085980419194,True
02M151,2026,2026-27,Optimistic,Piecewise Linear,420.1111111111111,380.3644137648836,459.8578084573386,True
02M151,2027,2027-28,Optimistic,Piecewise Linear,491.6666666666667,445.77113384218063,537.5621994911528,True
02M158,2013,2013-14,Actual,Piecewise Linear,711.0,711.0,711.0,False
02M158,2014,2014-15,Actual,Piecewise Linear,689.0,689.0,689.0,False
02M158,2015,2015-16,Actual,Piecewise Linear,691.0,691.0,691.0,False
02M158,2016,2016-17,Actual,Piecewise Linear,710.0,710.0,710.0,False
02M158,2017,2017-18,Actual,Piecewise Linear,721.0,721.0,721.0,False
02M158,2018,2018-19,Actual,Piecewise Linear,724.0,724.0,724.0,False
02M158,2019,2019-20,Actual,Piecewise Linear,735.0,735.0,735.0,False
02M158,2020,2020-21,Actual,Piecewise Linear,606.0,606.0,606.0,False
02M158,2021,2021-22,Actual,Piecewise Linear,585.0,585.0,585.0,False
02M158,2022,2022-23,Actual,Piecewise Linear,580.0,580.0,580.0,False
02M158,2023,2023-24,Actual,Piecewise Linear,563.0,563.0,563.0,False
02M158,2024,2024-25,Actual,Piecewise Linear,557.0,557.0,557.0,False
02M158,2025,2025-26,Pessimistic,Piecewise Linear,545.0,536.7077902715296,553.2922097284704,True
02M158,2026,2026-27,Pessimistic,Piecewise Linear,533.0,522.8441586625524,543.1558413374476,True
02M158,2027,2027-28,Pessimistic,Piecewise Linear,521.0000000000001,509.2730445399552,532.726955460045,True
02M158,2025,2025-26,Base,Piecewise Linear,557.0,548.7077902715296,565.2922097284704,True
02M158,2026,2026-27,Base,Piecewise Linear,557.0,546.8441586625524,567.1558413374476,True
02M158,2027,2027-28,Base,Piecewise Linear,557.0,545.2730445399551,568.7269554600449,True
02M158,2025,2025-26,Optimistic,Piecewise Linear,608.5238095238095,600.2315997953391,616.81601925228,True
02M158,2026,2026-27,Optimistic,Piecewise Linear,660.047619047619,649.8917777101715,670.2034603850666,True
02M158,2027,2027-28,Optimistic,Piecewise Linear,711.5714285714286,699.8444731113836,723.2983840314735,True
02M183,2013,2013-14,Actual,Piecewise Linear,606.0,606.0,606.0,False
02M183,2014,2014-15,Actual,Piecewise Linear,595.0,595.0,595.0,False
02M183,2015,2015-16,Actual,Piecewise Linear,555.0,555.0,555.0,False
02M183,2016,2016-17,Actual,Piecewise Linear,546.0,546.0,546.0,False
02M183,2017,2017-18,Actual,Piecewise Linear,548.0,548.0,548.0,False
02M183,2018,2018-19,Actual,Piecewise Linear,514.0,514.0,514.0,False
02M183,2019,2019-20,Actual,Piecewise Linear,564.0,564.0,564.0,False
02M183,2020,2020-21,Actual,Piecewise Linear,506.0,506.0,506.0,False
02M183,2021,2021-22,Actual,Piecewise Linear,478.0,478.0,478.0,False
02M183,2022,2022-23,Actual,Piecewise Linear,462.0,462.0,462.0,False
02M183,2023,2023-24,Actual,Piecewise Linear,498.0,498.0,498.0,False
02M183,2024,2024-25,Actual,Piecewise Linear,504.0,504.0,504.0,False
02M183,2025,2025-26,Pessimistic,Piecewise Linear,505.6,466.2026230068009,544.997376993199,True
02M183,2026,2026-27,Pessimistic,Piecewise Linear,507.2000000000001,458.9482645812985,555.4517354187016,True
02M183,2027,2027-28,Pessimistic,Piecewise Linear,508.80000000000007,453.0836951342922,564.516304865708,True
02M183,2025,2025-26,Base,Piecewise Linear,504.0,464.6026230068009,543.397376993199,True
02M183,2026,2026-27,Base,Piecewise Linear,504.0,455.7482645812985,552.2517354187015,True
02M183,2027,2027-28,Base,Piecewise Linear,504.0,448.28369513429215,559.7163048657079,True
02M183,2025,2025-26,Optimistic,Piecewise Linear,523.047619047619,483.65024205442,562.4449960408181,True
02M183,2026,2026-27,Optimistic,Piecewise Linear,542.0952380952381,493.84350267653656,590.3469735139396,True
02M183,2027,2027-28,Optimistic,Piecewise Linear,561.1428571428571,505.42655227714926,616.859162008565,True
02M198,2013,2013-14,Actual,Piecewise Linear,467.0,467.0,467.0,False
02M198,2014,2014-15,Actual,Piecewise Linear,435.0,435.0,435.0,False
02M198,2015,2015-16,Actual,Piecewise Linear,450.0,450.0,450.0,False
02M198,2016,2016-17,Actual,Piecewise Linear,413.0,413.0,413.0,False
02M198,2017,2017-18,Actual,Piecewise Linear,410.0,410.0,410.0,False
02M198,2018,2018-19,Actual,Piecewise Linear,432.0,432.0,432.0,False
02M198,2019,2019-20,Actual,Piecewise Linear,439.0,439.0,439.0,False
02M198,2020,2020-21,Actual,Piecewise Linear,419.0,419.0,419.0,False
02M198,2021,2021-22,Actual,Piecewise Linear,369.0,369.0,369.0,False
02M198,2022,2022-23,Actual,Piecewise Linear,411.0,411.0,411.0,False
02M198,2023,2023-24,Actual,Piecewise Linear,459.0,459.0,459.0,False
02M198,2024,2024-25,Actual,Piecewise Linear,474.0,474.0,474.0,False
02M198,2025,2025-26,Pessimistic,Piecewise Linear,494.0,437.503098049275,550.4969019507249,True
02M198,2026,2026-27,Pessimistic,Piecewise Linear,514.0,444.80570908633615,583.1942909136638,True
02M198,2027,2027-28,Pessimistic,Piecewise Linear,534.0000000000001,454.101315029222,613.8986849707783,True
02M198,2025,2025-26,Base,Piecewise Linear,474.0,417.503098049275,530.4969019507249,True
02M198,2026,2026-27,Base,Piecewise Linear,474.0,404.80570908633615,543.1942909136638,True
02M198,2027,2027-28,Base,Piecewise Linear,474.0,394.1013150292218,553.8986849707782,True
02M198,2025,2025-26,Optimistic,Piecewise Linear,461.04761904761904,404.55071709689406,517.544520998344,True
02M198,2026,2026-27,Optimistic,Piecewise Linear,448.0952380952381,378.9009471815743,517.2895290089019,True
02M198,2027,2027-28,Optimistic,Piecewise Linear,435.1428571428572,355.24417217207895,515.0415421136354,True
02M212,2013,2013-14,Actual,Piecewise Linear,343.0,343.0,343.0,False
02M212,2014,2014-15,Actual,Piecewise Linear,343.0,343.0,343.0,False
02M212,2015,2015-16,Actual,Piecewise Linear,342.0,342.0,342.0,False
02M212,2016,2016-17,Actual,Piecewise Linear,339.0,339.0,339.0,False
02M212,2017,2017-18,Actual,Piecewise Linear,330.0,330.0,330.0,False
02M212,2018,2018-19,Actual,Piecewise Linear,327.0,327.0,327.0,False
02M212,2019,2019-20,Actual,Piecewise Linear,334.0,334.0,334.0,False
02M212,2020,2020-21,Actual,Piecewise Linear,293.0,293.0,293.0,False
02M212,2021,2021-22,Actual,Piecewise Linear,257.0,257.0,257.0,False
02M212,2022,2022-23,Actual,Piecewise Linear,239.0,239.0,239.0,False
02M212,2023,2023-24,Actual,Piecewise Linear,274.0,274.0,274.0,False
02M212,2024,2024-25,Actual,Piecewise Linear,275.0,275.0,275.0,False
02M212,2025,2025-26,Pessimistic,Piecewise Linear,273.1,230.7880914618476,315.4119085381525,True
02M212,2026,2026-27,Pessimistic,Piecewise Linear,271.20000000000005,219.37870701910785,323.02129298089227,True
02M212,2027,2027-28,Pessimistic,Piecewise Linear,269.3,209.46192509545483,329.1380749045452,True
02M212,2025,2025-26,Base,Piecewise Linear,275.0,232.68809146184756,317.31190853815247,True
02M212,2026,2026-27,Base,Piecewise Linear,275.0,223.17870701910775,326.8212929808922,True
02M212,2027,2027-28,Base,Piecewise Linear,275.0,215.1619250954548,334.8380749045452,True
02M212,2025,2025-26,Optimistic,Piecewise Linear,295.6190476190476,253.30713908089515,337.93095615720006,True
02M212,2026,2026-27,Optimistic,Piecewise Linear,316.23809523809524,264.416802257203,368.05938821898746,True
02M212,2027,2027-28,Optimistic,Piecewise Linear,336.85714285714283,277.01906795259765,396.695217761688,True
02M217,2013,2013-14,Actual,Piecewise Linear,398.0,398.0,398.0,False
02M217,2014,2014-15,Actual,Piecewise Linear,442.0,442.0,442.0,False
02M217,2015,2015-16,Actual,Piecewise Linear,488.0,488.0,488.0,False
02M217,2016,2016-17,Actual,Piecewise Linear,522.0,522.0,522.0,False
02M217,2017,2017-18,Actual,Piecewise Linear,505.0,505.0,505.0,False
02M217,2018,2018-19,Actual,Piecewise Linear,498.0,498.0,498.0,False
02M217,2019,2019-20,Actual,Piecewise Linear,509.0,509.0,509.0,False
02M217,2020,2020-21,Actual,Piecewise Linear,500.0,500.0,500.0,False
02M217,2021,2021-22,Actual,Piecewise Linear,543.0,543.0,543.0,False
02M217,2022,2022-23,Actual,Piecewise Linear,573.0,573.0,573.0,False
02M217,2023,2023-24,Actual,Piecewise Linear,534.0,534.0,534.0,False
02M217,2024,2024-25,Actual,Piecewise Linear,542.0,542.0,542.0,False
02M217,2025,2025-26,Pessimistic,Piecewise Linear,549.5,500.838152195349,598.161847804651,True
02M217,2026,2026-27,Pessimistic,Piecewise Linear,557.0,497.4016514688157,616.5983485311842,True
02M217,2027,2027-28,Pessimistic,Piecewise Linear,564.5000000000001,495.68175486452736,633.3182451354729,True
02M217,2025,2025-26,Base,Piecewise Linear,542.0,493.338152195349,590.661847804651,True
02M217,2026,2026-27,Base,Piecewise Linear,542.0,482.4016514688157,601.5983485311842,True
02M217,2027,2027-28,Base,Piecewise Linear,542.0,473.1817548645273,610.8182451354728,True
02M217,2025,2025-26,Optimistic,Piecewise Linear,521.4285714285714,472.7667236239205,570.0904192332224,True
02M217,2026,2026-27,Optimistic,Piecewise Linear,500.8571428571428,441.25879432595855,560.4554913883271,True
02M217,2027,2027-28,Optimistic,Piecewise Linear,480.2857142857143,411.4674691502415,549.103959421187,True
02M225,2013,2013-14,Actual,Piecewise Linear,192.0,192.0,192.0,False
02M225,2014,2014-15,Actual,Piecewise Linear,200.0,200.0,200.0,False
02M225,2015,2015-16,Actual,Piecewise Linear,207.0,207.0,207.0,False
02M225,2016,2016-17,Actual,Piecewise Linear,203.0,203.0,203.0,False
02M225,2017,2017-18,Actual,Piecewise Linear,221.0,221.0,221.0,False
02M225,2018,2018-19,Actual,Piecewise Linear,220.0,220.0,220.0,False
02M225,2019,2019-20,Actual,Piecewise Linear,230.0,230.0,230.0,False
02M225,2020,2020-21,Actual,Piecewise Linear,231.0,231.0,231.0,False
02M225,2021,2021-22,Actual,Piecewise Linear,213.0,213.0,213.0,False
02M225,2025,2025-26,Pessimistic,Piecewise Linear,140.9999999999999,140.9999999999999,140.9999999999999,True
02M225,2026,2026-27,Pessimistic,Piecewise Linear,122.99999999999984,122.99999999999984,122.99999999999984,True
02M225,2027,2027-28,Pessimistic,Piecewise Linear,104.9999999999998,104.9999999999998,104.9999999999998,True
02M225,2025,2025-26,Base,Piecewise Linear,213.0,213.0,213.0,True
02M225,2026,2026-27,Base,Piecewise Linear,213.0,213.0,213.0,True
02M225,2027,2027-28,Base,Piecewise Linear,213.0,213.0,213.0,True
02M225,2025,2025-26,Optimistic,Piecewise Linear,209.57142857142856,209.57142857142856,209.57142857142856,True
02M225,2026,2026-27,Optimistic,Piecewise Linear,208.7142857142857,208.7142857142857,208.7142857142857,True
02M225,2027,2027-28,Optimistic,Piecewise Linear,207.85714285714283,207.85714285714283,207.85714285714283,True
02M234,2013,2013-14,Actual,Piecewise Linear,785.0,785.0,785.0,False
02M234,2014,2014-15,Actual,Piecewise Linear,729.0,729.0,729.0,False
02M234,2015,2015-16,Actual,Piecewise Linear,704.0,704.0,704.0,False
02M234,2016,2016-17,Actual,Piecewise Linear,683.0,683.0,683.0,False
02M234,2017,2017-18,Actual,Piecewise Linear,642.0,642.0,642.0,False
02M234,2018,2018-19,Actual,Piecewise Linear,638.0,638.0,638.0,False
02M234,2019,2019-20,Actual,Piecewise Linear,638.0,638.0,638.0,False
02M234,2020,2020-21,Actual,Piecewise Linear,466.0,466.0,466.0,False
02M234,2021,2021-22,Actual,Piecewise Linear,454.0,454.0,454.0,False
02M234,2022,2022-23,Actual,Piecewise Linear,474.0,474.0,474.0,False
02M234,2023,2023-24,Actual,Piecewise Linear,489.0,489.0,489.0,False
02M234,2024,2024-25,Actual,Piecewise Linear,462.0,462.0,462.0,False
02M234,2025,2025-26,Pessimistic,Piecewise Linear,464.7000000000001,438.3299160529506,491.0700839470495,True
02M234,2026,2026-27,Pessimistic,Piecewise Linear,467.4,435.1033749276856,499.6966250723145,True
02M234,2027,2027-28,Pessimistic,Piecewise Linear,470.1000000000001,432.80706964116575,507.3929303588344,True
02M234,2025,2025-26,Base,Piecewise Linear,462.0,435.6299160529506,488.3700839470494,True
02M234,2026,2026-27,Base,Piecewise Linear,462.0,429.7033749276856,494.2966250723144,True
02M234,2027,2027-28,Base,Piecewise Linear,462.0,424.7070696411657,499.2929303588343,True
02M234,2025,2025-26,Optimistic,Piecewise Linear,537.4761904761905,511.1061065291411,563.84627442324,True
02M234,2026,2026-27,Optimistic,Piecewise Linear,612.952380952381,580.6557558800665,645.2490060246954,True
02M234,2027,2027-28,Optimistic,Piecewise Linear,688.4285714285714,651.1356410697372,725.7215017874057,True
02M267,2015,2015-16,Actual,Piecewise Linear,347.0,347.0,347.0,False
02M267,2016,2016-17,Actual,Piecewise Linear,381.0,381.0,381.0,False
02M267,2017,2017-18,Actual,Piecewise Linear,398.0,398.0,398.0,False
02M267,2018,2018-19,Actual,Piecewise Linear,414.0,414.0,414.0,False
02M267,2019,2019-20,Actual,Piecewise Linear,438.0,438.0,438.0,False
02M267,2020,2020-21,Actual,Piecewise Linear,397.0,397.0,397.0,False
02M267,2021,2021-22,Actual,Piecewise Linear,387.0,387.0,387.0,False
02M267,2022,2022-23,Actual,Piecewise Linear,362.0,362.0,362.0,False
02M267,2023,2023-24,Actual,Piecewise Linear,362.0,362.0,362.0,False
02M267,2024,2024-25,Actual,Piecewise Linear,353.0,353.0,353.0,False
02M267,2025,2025-26,Pessimistic,Piecewise Linear,341.70000000000005,329.5917676988324,353.8082323011677,True
02M267,2026,2026-27,Pessimistic,Piecewise Linear,330.40000000000003,315.5705045875269,345.2294954124731,True
02M267,2027,2027-28,Pessimistic,Piecewise Linear,319.1000000000001,301.9763736633248,336.2236263366753,True
02M267,2025,2025-26,Base,Piecewise Linear,353.0,340.8917676988323,365.1082323011677,True
02M267,2026,2026-27,Base,Piecewise Linear,353.0,338.1705045875269,367.8294954124731,True
02M267,2027,2027-28,Base,Piecewise Linear,353.0,335.8763736633247,370.1236263366753,True
02M267,2025,2025-26,Optimistic,Piecewise Linear,367.2,355.0917676988323,379.30823230116766,True
02M267,2026,2026-27,Optimistic,Piecewise Linear,381.4,366.57050458752695,396.2294954124731,True
02M267,2027,2027-28,Optimistic,Piecewise Linear,395.6,378.4763736633248,412.7236263366753,True
02M290,2013,2013-14,Actual,Piecewise Linear,675.0,675.0,675.0,False
02M290,2014,2014-15,Actual,Piecewise Linear,646.0,646.0,646.0,False
02M290,2015,2015-16,Actual,Piecewise Linear,627.0,627.0,627.0,False
02M290,2016,2016-17,Actual,Piecewise Linear,592.0,592.0,592.0,False
02M290,2017,2017-18,Actual,Piecewise Linear,591.0,591.0,591.0,False
02M290,2018,2018-19,Actual,Piecewise Linear,558.0,558.0,558.0,False
02M290,2019,2019-20,Actual,Piecewise Linear,519.0,519.0,519.0,False
02M290,2020,2020-21,Actual,Piecewise Linear,409.0,409.0,409.0,False
02M290,2021,2021-22,Actual,Piecewise Linear,353.0,353.0,353.0,False
02M290,2022,2022-23,Actual,Piecewise Linear,369.0,369.0,369.0,False
02M290,2023,2023-24,Actual,Piecewise Linear,353.0,353.0,353.0,False
02M290,2024,2024-25,Actual,Piecewise Linear,354.0,354.0,354.0,False
02M290,2025,2025-26,Pessimistic,Piecewise Linear,343.0,308.0251452554327,377.9748547445673,True
02M290,2026,2026-27,Pessimistic,Piecewise Linear,332.00000000000006,289.1647260239255,374.8352739760746,True
02M290,2027,2027-28,Pessimistic,Piecewise Linear,321.00000000000006,271.538086078204,370.4619139217961,True
02M290,2025,2025-26,Base,Piecewise Linear,354.0,319.0251452554327,388.9748547445673,True
02M290,2026,2026-27,Base,Piecewise Linear,354.0,311.1647260239254,396.8352739760746,True
02M290,2027,2027-28,Base,Piecewise Linear,354.0,304.53808607820395,403.46191392179605,True
02M290,2025,2025-26,Optimistic,Piecewise Linear,436.3809523809524,401.406097636385,471.3558071255197,True
02M290,2026,2026-27,Optimistic,Piecewise Linear,518.7619047619047,475.9266307858301,561.5971787379793,True
02M290,2027,2027-28,Optimistic,Piecewise Linear,601.1428571428571,551.680943221061,650.6047710646532,True
02M343,2017,2017-18,Actual,Piecewise Linear,406.0,406.0,406.0,False
02M343,2018,2018-19,Actual,Piecewise Linear,432.0,432.0,432.0,False
02M343,2019,2019-20,Actual,Piecewise Linear,423.0,423.0,423.0,False
02M343,2020,2020-21,Actual,Piecewise Linear,369.0,369.0,369.0,False
02M343,2021,2021-22,Actual,Piecewise Linear,329.0,329.0,329.0,False
02M343,2022,2022-23,Actual,Piecewise Linear,297.0,297.0,297.0,False
02M343,2023,2023-24,Actual,Piecewise Linear,322.0,322.0,322.0,False
02M343,2024,2024-25,Actual,Piecewise Linear,266.0,266.0,266.0,False
02M343,2025,2025-26,Pessimistic,Piecewise Linear,244.70000000000005,206.44903111497527,282.95096888502485,True
02M343,2026,2026-27,Pessimistic,Piecewise Linear,223.4000000000001,176.55232203230673,270.2476779676934,True
02M343,2027,2027-28,Pessimistic,Piecewise Linear,202.10000000000008,148.00496102888678,256.1950389711134,True
02M343,2025,2025-26,Base,Piecewise Linear,266.0,227.7490311149752,304.2509688850248,True
02M343,2026,2026-27,Base,Piecewise Linear,266.0,219.15232203230667,312.84767796769336,True
02M343,2027,2027-28,Base,Piecewise Linear,266.0,211.9049610288867,320.0950389711133,True
02M343,2025,2025-26,Optimistic,Piecewise Linear,317.44444444444446,279.19347555941965,355.69541332946926,True
02M343,2026,2026-27,Optimistic,Piecewise Linear,368.88888888888886,322.0412109211955,415.7365668565822,True
02M343,2027,2027-28,Optimistic,Piecewise Linear,420.3333333333333,366.23829436222,474.4283723044466,True
02M527,2017,2017-18,Actual,Piecewise Linear,387.0,387.0,387.0,False
02M527,2018,2018-19,Actual,Piecewise Linear,431.0,431.0,431.0,False
02M527,2019,2019-20,Actual,Piecewise Linear,480.0,480.0,480.0,False
02M527,2020,2020-21,Actual,Piecewise Linear,458.0,458.0,458.0,False
02M527,2021,2021-22,Actual,Piecewise Linear,436.0,436.0,436.0,False
02M527,2022,2022-23,Actual,Piecewise Linear,407.0,407.0,407.0,False
02M527,2023,2023-24,Actual,Piecewise Linear,387.0,387.0,387.0,False
02M527,2024,2024-25,Actual,Piecewise Linear,379.0,379.0,379.0,False
02M527,2025,2025-26,Pessimistic,Piecewise Linear,358.3,346.08373672012266,370.51626327987736,True
02M527,2026,2026-27,Pessimistic,Piecewise Linear,337.6,322.6381942004009,352.56180579959914,True
02M527,2027,2027-28,Pessimistic,Piecewise Linear,316.90000000000003,299.62359478807707,334.176405211923,True
02M527,2025,2025-26,Base,Piecewise Linear,379.0,366.78373672012265,391.21626327987735,True
02M527,2026,2026-27,Base,Piecewise Linear,379.0,364.0381942004009,393.9618057995991,True
02M527,2027,2027-28,Base,Piecewise Linear,379.0,361.723594788077,396.27640521192296,True
02M527,2025,2025-26,Optimistic,Piecewise Linear,396.8888888888889,384.6726256090116,409.1051521687663,True
02M527,2026,2026-27,Optimistic,Piecewise Linear,414.77777777777777,399.81597197817865,429.7395835773769,True
02M527,2027,2027-28,Optimistic,Piecewise Linear,432.6666666666667,415.3902614547437,449.9430718785897,True
02M001,2025,2025-26,Base,Prophet,143.28022209002486,132.53411279250795,154.64668698465118,True
02M001,2026,2026-27,Base,Prophet,132.3960933974788,120.29290373990358,146.39434260260367,True
02M001,2027,2027-28,Base,Prophet,121.51196470493277,106.63809399895143,136.06296279824429,True
02M002,2025,2025-26,Base,Prophet,257.7499103199203,228.791776134208,287.6117237797829,True
02M002,2026,2026-27,Base,Prophet,236.670132526976,201.98795798546712,269.9844325108818,True
02M002,2027,2027-28,Base,Prophet,215.5903547340317,177.5583606545051,255.2782194132257,True
02M003,2025,2025-26,Base,Prophet,425.2781535571072,390.28166051268056,461.509658616414,True
02M003,2026,2026-27,Base,Prophet,394.3441436384659,357.7271397384946,429.7941023232588,True
02M003,2027,2027-28,Base,Prophet,363.4101337198247,325.24926232250766,396.0899033921547,True
02M006,2025,2025-26,Base,Prophet,507.5869765852289,484.9933927158633,529.9415938211234,True
02M006,2026,2026-27,Base,Prophet,505.7411047315454,478.5968853019477,529.1537136386614,True
02M006,2027,2027-28,Base,Prophet,503.8952328778621,473.4386208800832,531.6192550654199,True
02M011,2025,2025-26,Base,Prophet,590.9794062190518,526.5003348067042,651.6687717858789,True
02M011,2026,2026-27,Base,Prophet,544.7423765654803,484.5602181472525,616.2600394443426,True
02M011,2027,2027-28,Base,Prophet,498.5053469119089,423.4777634350148,576.877042375814,True
02M033,2025,2025-26,Base,Prophet,551.2265751421802,503.9111535133073,599.5408260273102,True
02M033,2026,2026-27,Base,Prophet,550.5763242719711,500.1529295903498,601.6278071801876,True
02M033,2027,2027-28,Base,Prophet,549.9260734017621,500.4659324786665,596.8854440772919,True
