DBN,School Name,year_start,scenario,model,forecast,actual,error,abs_error,pct_error
02M040,P.S. 040 Augustus Saint-Gaudens,2024,base,Piecewise Linear,578.0,521.0,57.0,57.0,0.10940499040307101
02M040,P.S. 040 Augustus Saint-Gaudens,2022,optimistic,Piecewise Linear,594.952380952381,559.0,35.95238095238096,35.95238095238096,0.06431552943180852
02M040,P.S. 040 Augustus Saint-Gaudens,2023,optimistic,Piecewise Linear,611.9047619047619,519.0,92.90476190476193,92.90476190476193,0.17900724837141027
02M040,P.S. 040 Augustus Saint-Gaudens,2024,optimistic,Piecewise Linear,628.8571428571429,521.0,107.85714285714289,107.85714285714289,0.20701946805593646
02M040,P.S. 040 Augustus Saint-Gaudens,2022,base,Prophet,525.6593333740437,559.0,-33.34066662595626,33.34066662595626,-0.059643410779885976
02M040,P.S. 040 Augustus Saint-Gaudens,2023,base,Prophet,461.38687451463915,519.0,-57.613125485360854,57.613125485360854,-0.11100794891206331
02M040,P.S. 040 Augustus Saint-Gaudens,2024,base,Prophet,396.9383267268527,521.0,-124.06167327314728,124.06167327314728,-0.23812221357609842
02M041,P.S. 041 Greenwich Village,2022,pessimistic,Piecewise Linear,368.99999999999994,416.0,-47.00000000000006,47.00000000000006,-0.11298076923076937
02M041,P.S. 041 Greenwich Village,2023,pessimistic,Piecewise Linear,310.9999999999999,407.0,-96.00000000000011,96.00000000000011,-0.23587223587223616
02M041,P.S. 041 Greenwich Village,2024,pessimistic,Piecewise Linear,252.99999999999983,409.0,-156.00000000000017,156.00000000000017,-0.3814180929095359
02M041,P.S. 041 Greenwich Village,2022,base,Piecewise Linear,427.0,416.0,11.0,11.0,0.026442307692307692
02M041,P.S. 041 Greenwich Village,2023,base,Piecewise Linear,427.0,407.0,20.0,20.0,0.04914004914004914
02M041,P.S. 041 Greenwich Village,2024,base,Piecewise Linear,427.0,409.0,18.0,18.0,0.044009779951100246
02M041,P.S. 041 Greenwich Village,2022,optimistic,Piecewise Linear,510.61904761904765,416.0,94.61904761904765,94.61904761904765,0.22744963369963378
02M041,P.S. 041 Greenwich Village,2023,optimistic,Piecewise Linear,594.2380952380953,407.0,187.2380952380953,187.2380952380953,0.4600444600444602
02M041,P.S. 041 Greenwich Village,2024,optimistic,Piecewise Linear,677.8571428571429,409.0,268.8571428571429,268.8571428571429,0.6573524275235767
